idade,renda,score_serasa,interesse,dias_ult_compra,vlr_tran_total_6m,gasto_vinho_6m,gasto_queijo_6m,gasto_cerveja_6m,gasto_flv_6m,gasto_mercearia_6m
44,7175.35,815.4,0.96,25,866.55,141.3,5.37,14.07,86.34,77.24
51,4232.7,633.51,1.0,1,2470.69,10.96,23.08,0.0,213.28,324.17
45,7619.04,794.07,1.0,26,860.36,214.54,0.0,32.89,52.3,59.31
43,3321.52,622.23,0.62,60,250.62,4.54,0.0,661.11,4.07,36.48
43,6933.58,798.12,1.0,27,817.48,55.69,2.18,75.92,62.92,43.61
46,3850.06,615.3,0.99,6,2467.43,0.0,39.54,115.63,295.11,187.04
47,5140.94,766.91,0.99,39,566.42,1.14,36.28,0.0,17.12,61.67
41,2940.81,511.91,0.0,181,14.57,0.01,0.03,0.06,0.13,0.43
43,5040.14,777.48,0.99,30,580.04,0.69,28.38,6.83,44.79,20.2
42,2320.94,538.63,0.0,180,18.86,0.11,0.0,0.0,0.0,4.14
40,4346.37,594.0,0.7,59,205.98,4.92,0.06,0.0,0.29,55.59
42,3847.7,592.24,0.66,69,253.17,0.0,0.0,0.0,1.41,0.0
43,6539.79,732.36,0.97,35,810.13,59.14,0.0,0.0,47.25,36.36
45,4434.56,758.39,1.0,27,548.28,0.27,31.43,0.0,61.35,9.86
41,7722.03,803.75,0.97,24,563.3,66.18,1.83,55.91,77.27,39.68
40,4026.51,604.3,0.63,52,244.38,0.0,0.15,0.0,9.81,0.0
49,3883.0,645.06,1.0,4,2367.7,0.0,38.74,0.0,142.16,360.63
41,3648.49,550.18,0.66,67,273.14,4.41,0.03,0.0,7.93,8.81
41,4084.98,606.24,0.66,67,269.14,0.0,0.36,338.27,2.69,0.0
40,2959.2,562.85,0.68,58,299.5,4.32,0.27,837.18,5.15,42.94
45,2834.67,570.07,0.66,45,209.14,0.0,0.03,0.0,8.28,0.0
43,3745.21,589.04,0.67,64,282.21,0.0,0.0,379.76,10.69,0.44
47,5337.46,738.88,0.96,23,629.81,1.7,42.48,0.0,79.28,61.2
39,3632.22,524.28,0.0,183,25.06,0.21,0.07,0.0,0.0,0.0
43,2643.46,520.3,0.0,181,21.03,0.1,0.04,0.0,0.0,4.2
43,1937.36,549.6,0.02,184,0.0,0.11,0.0,0.03,0.0,0.0
44,6186.76,696.05,1.0,30,583.04,1.55,47.25,0.0,115.96,24.25
41,2863.35,523.98,0.0,181,10.14,0.0,0.0,0.0,0.31,0.0
44,6315.36,820.66,0.98,15,717.16,109.44,0.0,0.0,6.8,38.64
41,3275.87,570.38,0.0,182,25.09,0.0,0.0,0.0,0.08,0.0
43,4711.58,757.12,0.95,30,570.63,0.0,24.82,0.0,26.61,78.73
39,2790.61,549.56,0.0,181,4.89,0.0,0.02,0.07,0.0,0.0
41,2565.55,516.7,0.0,181,0.0,0.0,0.0,0.37,0.35,1.79
43,5678.59,738.62,1.0,9,839.72,168.83,0.0,28.41,90.18,49.64
41,2247.27,541.77,0.0,182,0.0,0.07,0.0,0.01,0.0,0.0
46,5491.9,730.64,1.0,33,527.51,0.0,19.5,1.97,25.83,33.61
47,4206.4,693.34,1.0,3,2464.84,0.0,4.52,0.0,142.02,96.89
45,4435.61,775.99,1.0,33,535.34,0.0,21.11,0.0,10.96,32.43
43,7782.07,788.41,1.0,22,854.18,140.52,15.22,52.89,75.85,85.22
47,4578.53,796.2,0.95,31,642.87,0.0,18.91,0.0,46.31,7.14
41,7609.82,737.84,0.97,25,730.12,152.47,0.0,25.99,7.98,10.07
42,2415.58,573.97,0.64,34,118.58,0.0,0.0,0.22,7.45,6.51
47,4708.53,732.79,0.99,24,552.15,0.0,0.0,5.54,17.82,24.1
42,4714.33,794.64,0.98,32,579.7,0.0,26.02,0.0,44.44,15.82
44,2591.46,573.98,0.63,47,147.12,0.12,0.01,0.0,1.33,5.75
43,2900.58,520.08,0.0,181,31.18,0.0,0.0,0.11,1.27,0.0
44,7740.59,831.86,1.0,16,874.88,163.6,8.21,67.64,88.05,27.56
41,3182.12,585.75,0.68,57,251.93,3.75,0.34,388.07,12.0,0.0
39,4215.31,600.7,0.63,57,201.29,3.52,0.0,0.0,0.69,29.69
45,2909.11,540.69,0.64,47,248.32,0.02,0.04,0.0,9.01,18.55
46,4975.76,819.03,0.99,20,603.61,1.0,28.02,0.0,31.94,36.09
43,3577.9,550.11,0.66,50,165.3,0.12,0.0,0.0,6.28,42.27
47,3876.83,647.72,1.0,3,2516.3,23.88,13.67,2.48,131.96,247.65
43,2892.42,576.14,0.66,65,214.07,0.0,0.12,441.25,10.33,22.16
43,5902.41,769.89,0.97,29,532.17,0.12,29.99,7.47,46.94,51.81
46,2408.65,534.99,0.64,50,121.99,0.0,0.01,0.25,16.29,37.45
44,7246.1,744.18,0.97,16,739.06,48.36,0.0,0.0,108.61,46.98
43,7982.77,805.3,0.97,23,706.58,65.45,0.0,59.77,73.94,28.8
48,3442.87,601.2,1.0,6,2564.01,0.0,13.43,566.32,103.61,282.66
43,3160.61,498.94,0.0,180,22.98,0.04,0.06,0.0,0.0,0.0
45,2542.81,564.69,0.64,45,191.93,0.0,0.02,0.29,7.0,0.0
42,2610.69,567.1,0.63,37,87.77,0.01,0.0,0.0,2.43,16.53
42,6348.22,753.35,1.0,36,922.15,105.61,9.03,30.07,57.84,84.69
40,3562.0,544.31,0.01,180,12.74,0.06,0.0,0.2,0.0,0.97
41,2325.79,548.81,0.64,45,169.36,0.08,0.0,1.85,5.92,0.0
42,2587.63,540.07,0.02,181,8.74,0.2,0.0,0.0,0.01,1.96
48,3500.98,593.61,0.99,6,2544.03,41.17,19.61,885.73,239.5,210.21
46,7447.32,745.36,1.0,23,962.42,205.32,0.0,0.0,116.89,11.22
42,3289.37,529.44,0.65,47,187.35,0.06,0.06,0.0,12.2,15.72
49,5593.29,704.65,0.96,26,457.67,1.84,15.18,8.44,29.61,62.86
48,5272.05,765.33,0.97,20,589.0,0.0,30.86,12.05,58.42,22.76
41,3840.41,577.51,0.66,64,265.29,0.0,0.0,0.0,6.43,3.67
45,8180.28,785.8,1.0,34,824.8,181.55,0.0,0.0,0.0,58.82
42,2897.05,508.64,0.01,183,1.0,0.16,0.0,0.0,0.73,0.0
41,3517.07,554.93,0.67,56,336.88,1.12,0.59,0.32,6.49,0.0
43,2949.75,586.51,0.69,45,132.63,0.03,0.0,0.43,1.7,0.86
41,2707.57,541.15,0.0,182,0.0,0.0,0.0,0.02,0.0,5.12
43,3645.21,703.84,1.0,29,598.82,0.69,40.02,6.32,55.74,52.94
42,2727.88,591.62,0.66,61,193.46,0.0,0.0,0.0,6.59,0.0
43,4768.49,721.57,1.0,39,507.72,0.0,25.89,0.0,74.34,25.82
40,3227.1,568.12,0.66,67,192.22,0.0,1.22,267.15,3.06,58.92
43,5130.32,675.95,1.0,29,435.96,0.0,32.55,0.0,33.68,69.2
48,3634.85,644.64,1.0,0,2511.52,22.82,19.44,330.95,242.69,240.86
42,3320.02,577.61,0.65,67,294.6,0.0,0.57,185.9,9.44,12.95
45,3942.04,645.97,0.99,2,2405.11,0.0,56.16,0.0,213.55,257.41
43,7909.67,757.42,1.0,16,875.67,85.92,1.43,0.0,12.83,46.01
46,5320.66,726.37,0.97,31,578.39,0.43,25.95,10.69,103.75,41.49
40,2625.04,492.16,0.01,180,0.0,0.18,0.0,0.0,0.0,0.0
43,4747.71,732.43,1.0,33,632.83,2.37,16.29,0.0,18.09,70.29
41,2744.41,537.26,0.67,65,148.32,0.85,1.11,0.0,1.75,0.0
46,4111.31,704.67,0.99,4,2509.96,23.54,0.0,486.67,219.56,114.95
41,3170.96,503.79,0.03,181,0.0,0.0,0.09,0.0,0.0,0.7
43,5905.4,817.52,1.0,24,897.11,133.16,0.0,0.0,68.95,67.89
45,5464.91,726.64,1.0,30,522.99,0.0,29.55,0.0,56.81,28.63
41,7427.7,769.62,1.0,17,976.78,36.05,0.0,16.94,13.52,19.09
42,3454.29,611.68,0.64,57,231.45,0.0,0.0,0.0,9.59,19.36
45,3018.77,629.91,0.99,4,2523.54,0.0,0.0,609.25,236.22,282.69
42,2778.43,506.55,0.66,54,164.69,0.03,0.0,0.28,6.38,16.81
41,3636.92,581.47,0.64,61,255.53,1.17,0.96,0.0,0.0,3.36
43,3099.16,539.54,0.0,181,0.0,0.0,0.03,0.07,0.0,0.0
43,2467.76,510.03,0.0,184,0.0,0.12,0.0,0.0,0.77,0.0
50,4256.38,605.07,1.0,5,2423.74,18.06,30.94,0.0,248.76,225.74
41,2802.21,546.32,0.0,184,11.87,0.0,0.01,0.0,0.33,0.0
46,2996.55,546.98,0.63,52,182.4,0.0,0.01,0.84,5.61,14.59
43,4150.41,616.89,0.65,63,251.75,1.76,1.17,640.01,10.62,44.45
49,4342.84,573.44,1.0,6,2434.9,22.71,11.23,930.3,203.44,254.84
43,7778.89,800.05,0.99,26,738.29,105.68,0.0,42.24,42.66,48.2
45,5073.86,759.74,0.98,34,591.34,1.02,37.37,2.61,30.46,20.37
41,3915.7,641.17,0.64,62,325.9,6.56,0.42,153.29,0.0,24.54
48,3347.55,675.4,1.0,4,2607.53,0.0,21.88,0.0,292.5,151.89
50,2980.48,567.31,1.0,4,2462.44,14.61,6.25,231.44,227.55,278.88
47,3718.54,575.3,1.0,6,2459.39,44.92,34.61,0.0,215.16,213.44
45,5382.94,755.71,0.99,34,544.84,1.25,31.74,0.0,55.36,64.24
41,2409.95,579.66,0.0,180,22.37,0.0,0.0,0.0,0.0,0.0
41,3115.54,504.1,0.0,181,7.57,0.2,0.0,0.0,0.95,1.66
43,3475.57,589.75,0.63,56,268.33,0.0,0.05,0.0,4.6,0.0
42,6780.48,811.06,1.0,16,684.68,87.33,14.31,0.0,49.26,48.15
48,3778.12,656.62,0.98,3,2567.5,0.0,10.88,341.11,94.71,487.35
44,7818.26,799.34,0.97,19,868.33,83.65,14.03,30.0,64.03,28.83
41,3972.34,560.14,0.68,60,270.69,3.2,0.0,0.0,8.93,0.0
48,3444.12,612.66,0.99,2,2403.0,30.09,29.4,0.0,244.73,439.6
49,2885.15,589.43,1.0,0,2462.7,27.0,29.74,141.59,212.82,338.77
43,3412.02,559.09,0.66,73,236.84,0.0,0.6,0.0,11.1,0.0
46,7146.51,729.33,0.99,27,836.23,102.95,0.0,33.99,9.03,66.03
46,3891.44,609.19,1.0,4,2415.13,6.58,8.42,403.5,243.5,97.93
42,7469.65,770.1,0.98,24,915.2,36.47,12.19,0.0,77.51,65.95
46,2575.0,608.21,0.7,46,166.62,0.07,0.01,0.29,10.51,46.94
49,4299.77,690.16,1.0,4,2498.74,6.22,18.79,207.65,224.56,100.76
40,1943.08,469.43,0.01,180,0.0,0.0,0.04,0.0,0.0,0.13
42,6362.21,753.5,0.99,20,838.43,32.38,0.0,30.53,66.52,32.98
40,3725.42,559.31,0.67,68,209.44,0.0,0.33,182.62,0.0,0.0
47,4263.41,681.09,0.99,5,2448.52,23.33,11.07,0.0,254.41,404.98
42,3281.69,550.88,0.69,47,177.38,0.0,0.04,0.0,0.0,2.18
43,2422.21,604.25,0.66,41,157.25,0.0,0.0,0.11,0.0,0.0
41,3208.73,523.11,0.7,62,228.64,1.32,0.0,17.27,15.05,16.31
44,3483.92,589.44,0.66,50,68.41,0.0,0.0,0.4,2.72,35.53
44,7096.63,748.44,1.0,23,812.98,214.54,0.0,61.49,37.67,44.56
42,2338.07,611.56,0.66,49,157.76,0.0,0.0,1.36,11.35,0.0
47,3652.99,601.65,1.0,7,2471.52,5.45,23.5,480.2,190.42,304.94
44,5282.33,719.12,1.0,29,564.69,0.33,29.66,0.0,20.69,44.42
44,2783.24,602.76,0.69,43,154.61,0.0,0.0,0.99,4.95,10.57
40,3292.3,498.84,0.01,182,0.0,0.06,0.0,0.0,0.34,0.0
44,7205.77,782.18,1.0,26,697.26,146.84,0.0,23.53,55.21,71.23
43,3624.65,561.21,0.64,43,176.87,0.0,0.01,0.0,3.09,0.0
43,4007.16,607.44,0.61,62,303.07,0.0,0.0,106.15,6.47,36.43
40,2070.01,551.52,0.02,182,18.07,0.16,0.02,0.0,0.0,4.9
49,4873.42,665.68,1.0,2,2420.58,0.0,28.33,57.43,212.38,355.21
47,3792.14,610.76,0.99,6,2473.56,60.78,8.33,117.08,229.29,7.34
42,7589.25,802.5,0.99,19,817.3,94.82,0.0,0.0,68.23,33.32
49,3793.48,536.26,1.0,7,2408.21,33.56,39.14,0.0,212.59,259.27
42,3130.04,505.28,0.0,180,22.77,0.0,0.04,0.0,0.0,0.0
41,7501.14,779.21,0.94,21,948.22,137.93,0.0,46.51,24.8,65.33
43,2389.08,560.84,0.65,56,241.97,0.0,0.03,0.0,5.68,0.0
43,2716.13,662.65,0.68,44,152.13,0.17,0.0,0.0,1.53,0.0
45,6890.39,836.41,1.0,23,796.51,97.0,0.0,37.24,91.11,52.9
40,3992.78,583.47,0.68,55,175.23,2.36,0.05,0.0,5.26,0.0
45,4652.88,725.78,1.0,29,504.33,0.09,11.1,0.0,39.22,30.83
42,3657.22,589.6,0.66,60,276.51,0.0,0.11,26.1,4.52,31.12
41,6560.09,819.72,0.98,18,951.92,105.36,0.48,0.0,12.08,65.17
45,3266.91,549.24,0.61,40,116.89,0.14,0.0,0.22,3.57,5.55
43,3857.8,579.72,0.67,60,270.59,0.0,0.0,0.0,5.18,20.35
41,7514.24,775.62,0.97,19,918.09,40.33,0.0,0.0,102.26,17.63
45,4685.03,790.89,0.97,40,475.26,0.0,7.02,1.85,67.71,55.55
41,2519.24,530.85,0.0,183,5.55,0.14,0.02,0.17,0.0,3.14
45,2340.01,589.36,0.69,43,186.53,0.06,0.0,0.0,1.35,0.0
44,2732.16,528.61,0.67,40,176.92,0.02,0.01,1.02,8.18,0.0
46,5963.38,779.5,1.0,38,647.41,0.3,22.01,0.0,14.16,20.62
44,3312.67,594.25,0.67,55,171.29,0.12,0.0,0.07,6.62,0.0
41,2537.92,585.21,0.67,49,199.27,0.0,0.0,0.0,0.0,0.0
42,3367.27,510.65,0.67,70,328.84,0.0,0.28,636.78,0.81,58.43
44,3990.79,758.51,0.98,33,571.26,0.0,5.27,0.66,27.12,28.87
43,2782.14,562.28,0.66,42,269.76,0.15,0.02,0.3,9.8,18.1
41,1506.93,479.7,0.0,181,0.0,0.0,0.0,0.0,0.24,4.62
44,3758.51,567.92,0.71,52,147.53,0.14,0.0,0.37,5.56,6.48
48,3990.67,588.08,0.99,9,2555.9,32.15,30.93,0.0,280.9,211.11
42,3638.2,567.73,0.67,59,242.49,0.0,0.0,0.0,5.67,1.38
45,4396.85,618.14,1.0,0,2505.98,0.0,24.66,0.0,211.08,129.24
41,2952.78,564.52,0.68,64,180.55,0.31,0.0,228.14,9.39,0.0
44,2629.17,503.26,0.65,53,138.6,0.0,0.01,0.26,5.34,0.0
44,6062.65,781.08,0.96,24,533.66,0.0,22.05,12.51,48.59,34.33
41,3460.04,606.44,0.66,56,227.23,0.0,0.0,0.0,12.4,14.58
41,7242.56,770.03,0.97,29,784.41,140.58,16.53,35.75,46.43,36.58
46,3227.97,584.79,0.64,46,168.15,0.02,0.04,0.0,21.16,7.56
44,5151.13,765.95,1.0,35,664.22,1.21,16.06,11.28,36.25,30.16
47,4215.44,677.37,1.0,2,2468.87,45.4,14.48,1486.01,168.4,257.33
45,8413.02,773.33,0.94,18,1052.31,77.41,0.0,29.14,35.8,52.4
44,2957.95,541.85,0.69,46,125.59,0.12,0.0,0.0,13.11,32.63
42,2429.08,551.74,0.68,47,257.99,0.12,0.0,0.0,0.0,12.55
43,2410.52,551.39,0.0,183,2.87,0.0,0.0,0.14,0.0,5.98
43,2856.16,595.56,0.7,58,240.99,2.09,0.0,572.72,1.06,14.57
44,6271.12,751.86,1.0,21,737.78,182.95,0.0,0.0,66.68,55.03
44,6565.37,748.67,0.98,20,447.24,0.43,31.25,0.0,18.54,78.72
42,5376.8,758.81,0.99,32,488.34,0.0,22.07,8.89,5.13,36.76
44,8033.98,723.39,0.99,13,812.77,123.78,10.74,0.0,30.82,46.44
47,4874.34,755.67,1.0,39,651.93,1.9,17.65,3.13,0.0,79.08
43,2702.99,529.11,0.62,52,183.82,0.06,0.0,0.28,0.0,23.86
42,6408.43,782.33,1.0,29,956.74,26.9,0.0,26.77,64.73,65.94
42,3029.39,589.98,0.63,55,264.31,0.0,0.08,0.0,0.0,27.61
47,4420.26,638.52,1.0,2,2579.6,0.0,11.6,0.0,262.19,306.64
46,4594.09,730.44,0.99,26,657.4,0.0,27.38,0.0,71.82,61.18
42,3269.16,597.45,0.68,48,58.91,0.0,0.05,0.32,0.0,0.0
45,2405.18,536.85,0.67,50,127.05,0.0,0.0,0.0,7.14,0.93
42,7288.85,807.79,1.0,28,1001.09,129.87,6.3,56.98,27.27,76.19
43,2603.08,527.75,0.01,181,0.0,0.0,0.0,0.07,0.52,5.23
49,3221.04,663.86,1.0,4,2375.45,0.0,2.05,0.0,207.44,259.83
42,7385.84,786.98,0.97,22,766.53,76.59,13.5,12.25,55.88,40.03
44,1251.43,609.72,0.62,48,181.46,0.0,0.01,0.0,0.0,24.42
43,3834.78,507.61,0.66,50,160.33,0.12,0.05,0.0,6.71,21.45
47,4789.07,746.41,0.98,24,548.5,2.33,46.32,2.59,62.19,33.1
40,2052.18,537.78,0.0,183,31.36,0.0,0.07,0.0,0.0,0.0
41,6923.91,820.51,1.0,25,808.09,184.03,0.0,17.46,107.05,42.53
44,5911.53,724.66,1.0,29,596.97,0.0,24.97,1.8,48.55,100.82
43,3910.9,541.26,0.72,70,180.81,2.05,0.0,18.9,5.89,8.04
44,5226.34,783.5,0.98,37,578.0,1.92,40.45,0.0,52.82,0.0
40,4160.18,590.26,0.69,64,331.79,0.0,0.43,0.0,0.0,7.25
41,2458.92,557.21,0.0,182,0.0,0.0,0.06,0.15,0.0,3.63
43,2865.19,574.1,0.66,61,220.82,0.0,1.58,413.8,0.76,0.0
45,6246.01,772.61,1.0,23,880.54,101.24,19.01,48.06,14.95,35.57
41,2291.97,485.22,0.0,182,19.27,0.0,0.0,0.0,0.75,0.37
46,5892.58,821.79,1.0,17,766.53,119.13,0.0,63.53,20.97,59.54
44,5638.36,762.18,0.99,26,528.55,0.0,26.57,0.0,29.81,43.18
46,3905.14,616.0,1.0,5,2442.65,0.0,38.05,1333.56,198.95,154.87
42,3955.53,598.51,0.66,59,222.02,0.0,0.88,126.77,5.6,25.9
41,2495.74,578.46,0.68,47,173.25,0.1,0.0,0.0,4.56,0.0
44,8224.6,810.52,1.0,22,832.23,65.48,4.47,32.39,98.5,21.69
48,3461.24,707.34,1.0,3,2558.23,0.0,14.15,497.09,189.17,225.85
47,2789.58,599.11,1.0,8,2450.78,0.0,0.0,0.0,129.44,191.73
45,5219.99,772.75,1.0,24,714.49,0.0,1.74,0.0,76.7,28.97
43,4062.41,560.53,0.7,78,258.92,0.0,0.0,0.0,11.15,17.14
45,3971.8,635.72,0.66,45,208.95,0.0,0.01,0.0,16.5,0.0
44,3944.87,818.1,1.0,31,579.34,0.0,15.17,9.07,50.27,34.65
44,2731.65,604.49,0.65,45,224.61,0.02,0.0,0.46,13.98,0.0
48,5755.64,720.21,1.0,23,602.95,0.0,12.93,2.04,10.89,53.28
41,3124.0,600.81,0.68,64,277.09,0.99,0.0,27.97,2.33,0.0
42,3520.08,530.21,0.71,62,257.42,4.77,0.0,282.44,0.0,0.0
47,3433.61,655.13,1.0,4,2470.56,0.0,11.05,695.84,161.61,280.47
44,3156.81,557.92,0.69,54,132.6,0.0,0.0,0.69,7.71,13.16
42,3851.6,543.34,0.71,69,271.77,0.0,0.19,0.0,7.25,0.0
44,7094.23,808.59,0.99,20,778.22,28.12,0.0,21.19,42.71,0.0
44,5004.82,735.8,1.0,28,560.44,0.0,25.19,2.87,66.59,42.84
40,3833.93,624.38,0.71,61,267.08,0.0,0.0,745.1,0.65,32.84
44,5263.43,750.71,1.0,21,445.71,0.0,33.28,0.0,23.65,12.34
42,3176.81,557.56,0.7,62,282.3,0.0,0.0,0.0,5.91,34.33
43,2181.44,495.69,0.01,179,0.0,0.06,0.0,0.11,2.41,0.43
39,2714.66,535.76,0.01,181,22.48,0.1,0.0,0.0,0.0,0.73
43,3731.16,542.16,0.64,60,262.63,0.7,0.2,0.0,2.01,41.01
45,5042.41,720.03,1.0,30,499.46,0.0,26.66,5.33,64.44,23.86
46,4830.8,751.22,1.0,33,669.99,0.95,27.26,3.45,25.3,30.55
41,2479.13,537.96,0.7,48,120.7,0.0,0.02,0.3,9.29,0.0
44,3227.53,533.07,0.64,43,149.27,0.0,0.0,0.59,4.86,23.72
46,3713.08,676.37,1.0,5,2373.83,0.0,42.27,0.0,144.11,363.28
44,7525.19,755.38,1.0,24,754.65,173.88,0.44,0.0,70.92,26.56
50,3554.01,574.78,1.0,6,2477.91,0.0,42.88,344.13,184.79,270.97
43,2624.68,556.87,0.02,180,0.0,0.03,0.0,0.2,0.0,0.0
45,5659.07,741.37,1.0,33,467.83,0.44,16.45,0.44,14.5,33.16
40,3706.65,561.8,0.67,74,195.91,0.0,0.17,0.0,2.44,50.86
44,7987.07,803.47,1.0,26,756.02,212.36,0.0,8.1,29.38,58.79
43,6716.13,750.58,1.0,24,863.06,44.78,1.15,25.3,96.05,38.65
45,1892.33,574.18,0.7,44,228.68,0.0,0.03,0.0,5.06,32.81
45,7319.39,791.64,0.99,25,897.2,145.23,2.68,0.0,0.0,23.14
47,4196.87,631.85,1.0,3,2477.14,15.38,8.65,0.0,131.04,350.41
42,2687.5,605.67,0.63,59,125.76,0.0,0.01,0.0,0.33,16.87
42,7670.85,733.84,1.0,25,910.82,116.98,0.0,0.0,20.84,65.87
43,3356.68,520.85,0.7,47,241.57,0.0,0.06,0.14,0.0,7.5
47,4596.13,735.32,1.0,17,482.51,0.0,22.02,8.22,61.21,43.77
49,3649.84,630.27,1.0,5,2471.3,0.0,21.87,1146.68,239.56,312.22
37,2116.83,529.37,0.0,179,15.85,0.0,0.01,0.0,0.0,0.0
42,3543.91,616.96,0.67,55,266.16,0.0,0.0,0.0,3.88,0.0
42,6925.94,746.56,0.96,20,815.76,117.32,0.33,0.0,74.42,27.32
42,2563.19,520.94,0.01,182,22.61,0.05,0.05,0.0,0.49,1.56
44,4642.85,749.88,1.0,28,634.91,1.75,15.18,2.15,76.74,35.84
43,3477.55,579.48,0.68,45,134.08,0.0,0.03,0.0,4.49,5.83
42,6591.13,741.9,1.0,17,917.94,114.52,4.47,4.42,43.78,28.51
44,6920.39,823.04,0.99,29,793.17,71.94,14.31,19.42,67.06,76.46
43,7344.7,740.15,0.98,23,772.92,41.51,0.0,0.0,65.43,9.9
44,8029.38,828.08,1.0,14,777.54,68.85,13.11,81.05,15.01,12.99
42,2553.87,506.24,0.02,181,0.0,0.0,0.0,0.02,0.0,0.0
41,3402.1,604.95,0.63,58,296.72,0.0,0.0,0.0,0.0,0.0
41,4610.63,560.28,0.69,48,209.18,0.23,0.0,13.5,9.58,21.78
43,4821.02,776.91,1.0,29,496.91,0.0,29.54,0.0,29.23,5.18
44,2998.83,529.4,0.68,43,133.6,0.0,0.04,0.35,16.44,8.79
41,3588.58,630.18,0.67,48,251.37,1.25,0.0,443.36,5.4,2.66
45,4606.56,708.81,0.96,32,507.88,0.0,25.06,0.0,55.97,18.8
43,5154.66,812.97,0.99,22,570.72,0.71,34.73,6.0,79.76,60.48
47,3068.8,668.68,1.0,5,2480.76,17.87,22.18,1091.45,277.93,353.66
43,2552.23,617.55,0.68,46,107.95,0.0,0.0,0.02,9.57,18.25
46,5207.83,773.89,1.0,31,541.33,0.56,20.4,1.47,67.06,37.62
43,7542.05,804.73,1.0,14,895.26,49.33,0.0,0.0,94.8,92.92
40,1986.39,521.45,0.0,181,0.0,0.0,0.0,0.0,0.97,3.82
41,2711.26,595.09,0.67,56,256.71,3.24,0.0,768.34,0.0,0.0
49,2531.19,646.01,0.99,5,2398.07,19.97,6.83,0.0,243.31,315.67
46,4325.4,668.87,1.0,2,2375.15,0.83,32.37,668.98,267.5,320.47
43,3113.96,578.05,0.67,46,240.98,0.0,0.0,0.0,12.74,7.49
45,5183.34,752.93,0.96,34,549.58,0.0,20.77,12.51,33.91,49.51
41,3444.68,563.62,0.74,65,228.52,0.0,0.37,283.32,10.37,44.23
46,3764.27,637.84,0.99,3,2424.64,0.0,22.9,0.0,255.01,422.14
39,3244.2,580.74,0.67,61,282.34,0.0,0.05,0.0,12.42,31.14
43,4459.09,553.14,0.7,53,212.41,4.95,0.94,0.0,7.72,43.5
44,4490.03,774.78,0.95,35,582.66,0.87,26.03,8.13,23.48,43.97
45,2501.07,588.3,0.65,53,231.95,0.0,0.04,0.26,17.32,0.0
43,7281.89,773.46,1.0,20,773.58,177.53,0.0,37.76,16.47,71.99
51,3214.75,630.67,1.0,4,2546.64,0.0,0.0,0.0,293.76,276.81
46,4006.25,584.63,1.0,5,2418.66,0.0,14.58,481.11,300.1,298.84
43,2890.1,600.16,0.67,46,152.07,0.11,0.0,0.0,3.62,7.53
42,5570.94,703.69,0.95,30,392.43,0.0,23.9,9.27,28.92,23.41
44,7441.53,737.14,0.98,27,802.53,177.35,7.02,0.0,82.82,19.18
42,7709.28,811.91,0.99,24,719.45,183.93,0.0,29.67,13.24,43.97
43,3002.29,470.73,0.0,183,11.17,0.0,0.06,0.12,0.69,0.0
45,6280.98,735.68,0.97,27,597.78,0.0,6.46,0.36,0.0,29.24
44,4572.55,736.07,1.0,32,583.99,0.0,9.12,4.37,63.31,19.13
45,5786.99,711.14,0.99,24,562.2,0.0,21.5,0.0,85.77,46.25
45,3627.11,744.72,0.94,29,506.24,0.0,19.51,6.3,0.0,70.02
46,5535.55,742.83,0.99,36,621.37,1.11,34.62,0.0,0.0,55.9
46,7640.99,734.07,0.97,25,806.43,137.13,0.0,118.78,59.4,66.37
45,2718.91,509.17,0.62,52,211.06,0.06,0.04,0.0,0.0,5.35
44,4852.76,742.87,1.0,28,561.89,1.5,15.02,0.0,60.34,53.1
43,2569.93,591.92,0.67,46,203.04,0.0,0.0,0.61,0.0,18.43
45,4433.18,800.16,1.0,27,642.95,0.0,23.53,14.45,45.55,44.59
39,3633.57,566.41,0.63,70,305.56,2.15,0.08,584.15,0.0,0.0
40,2853.01,552.75,0.68,41,176.45,0.02,0.04,0.0,6.36,16.03
46,3150.12,685.13,1.0,1,2491.15,4.27,25.49,0.0,267.78,118.48
42,3259.88,466.62,0.0,182,0.0,0.0,0.0,0.06,0.0,0.0
47,4676.45,631.19,1.0,6,2363.28,0.0,9.95,0.0,305.3,208.22
42,6556.92,780.17,0.98,21,726.84,132.04,0.0,70.84,86.14,18.58
44,6872.5,798.6,1.0,15,916.84,93.04,0.0,0.0,38.14,57.18
46,2658.87,586.37,0.67,54,168.08,0.0,0.0,0.0,0.68,8.74
40,8324.7,746.54,0.99,22,934.15,176.67,8.03,0.0,52.24,31.57
44,6773.42,792.34,0.99,18,862.26,81.34,0.0,0.0,0.0,65.82
42,3533.82,542.78,0.63,73,248.17,0.0,0.84,458.9,1.0,32.56
46,3799.13,665.89,1.0,1,2550.04,0.0,20.38,0.0,181.86,277.96
45,7218.74,810.87,1.0,20,772.23,112.84,0.0,32.12,2.42,28.65
40,4955.53,744.96,1.0,18,563.61,0.0,11.67,1.04,40.49,44.81
45,7854.03,826.32,1.0,17,828.22,107.68,3.58,21.32,17.46,27.18
41,3477.67,551.3,0.65,64,219.46,0.26,0.61,0.0,1.26,0.0
43,7268.44,775.29,0.98,21,827.88,116.81,0.0,0.0,51.59,65.53
44,7883.61,762.84,0.99,20,541.6,81.1,0.0,89.52,42.24,66.64
40,3575.86,575.72,0.71,62,301.05,0.0,0.19,0.0,7.09,0.0
